Company Name,Skills Set,Information Link,Description,Posted Time
ROCKSTARGAMES,"css,dcc,sql,games,mysql,webdevelopment,api,c#,python,javascript,asp",https://www.timesjobs.com/job-detail/python-developer-rockstar-games-canada-3-to-6-yrs-jobid-__SLASH__NQkCa__SLASH__wjsdzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		RESPONSIBILITIESWehelptointegrateandsupportShotgunwithinourpipeline,includingDCCapplicationsandourproprietaryproductionsoftware.WorkwiththeTechArtandToolsteamonawiderangeofautomation-focusedtaskswithinanestablishedandevolvingcodebase.ImplementtasksasrequiredbyAnimationandArtteamstostreamlineandsupporttheproductionprocess.Maintaincorepipelinesystems.Design,develop,andsupporttoolsandprocesseswhichextendandenhancethepipeline.Writecleardocumentationsfortoolsandscriptsincludingvideotutorials.QUALIFICATIONSExtensiveexperiencewithPython2.x/3.x.Experiencewithdatabases(SQL,Mongo,MySql).Experiencewithproprietaryor3rdpartyautomationsystems/processes.3yearsofapplicableprofessionalexperienceasapythondeveloper.Strongteamcommunicationskills.Abilitytoworkwithinascheduleanddelivereffectivelytodeadlines.DESIREDExperiencewithShotgunAPItrackingsoftware.Experiencewith3Dcontentcreationpackages(Motionbuilder,Maya).3yearsofapplicableprofessionalexperienceasatechnicalartist/TD/ToolsProgrammer.Experienceinwebdevelopment(JavaScript,ASPNet,CSS,C#).ExperienceusingAvidMediaComposer,Pro-toolsorsimilarEditing/Audiotoolssoftware.PLUSESPleasenotethatthesearedesirableskillsandarenotrequiredtoapplyfortheposition.ExperiencewithPyQtorPYSide.Relevantgamesdevelopmentexperience,preferablyonaAAAgame.",Posted few days ago
YugasaSoftwareLabs,"python,html5,javascript,sql,database,django,postgresql,mysql",https://www.timesjobs.com/job-detail/python-developer-yugasa-software-labs-3-to-5-yrs-jobid-ngSPdhPifpxzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PYTHONDEVELOPERExperience:3to5yearsRolesandResponsibilities:-Proficientknowledgeofaback-endprogramminglanguagePython.Creatingserversanddatabasesforfunctionality.Understandingcodeoptimizationandscaling.Workingalongsidethearchitecttoimplementthearchitectureoftheproject.Seeingthroughaprojectfromconceptiontofinishedproduct.DesigninganddevelopingAPIs.Stayingabreastofdevelopmentsinwebapplicationsandprogramminglanguages.ExpertiseinatleastonepopularPythonframework(likeDjango,Flask,orPyramid)Familiaritywithfront-endtechnologies(likeJavaScriptandHTML5)Goodproblem-solvingskillsMusthaveDatabaseknowledgelikeOpensource,PostgreSQL,MySQL/SQLandKnowlegeofSelenium,PyQT5,PyQgisisappreciabledesire.",Posted few days ago
TEAMPLUSSTAFFINGSOLUTIONPVT.LTD.,"python,rdbms,restapi,falcon,sql,elasticsearch,node.js,git,django,api,gateway",https://www.timesjobs.com/job-detail/python-developer-teamplus-staffing-solution-pvt-ltd-chennai-0-to-3-yrs-jobid-M03__PLUS__epmvrhpzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		WearelookingforafullstackpythondevelopertoworkinAWSenvironment.WillbeinvolvedinAPIdevelopment,AmazonAPIGateway,Lamadaintegrationetc.Roles:ExperiencedinbuildAmazonservicesusingRestAPIGatewaywithLamdaintegration.ShouldhaveknowledgeinAPItrafficmanagement,authorizationandaccesscontrol,monitoring,andAPIversionmanagement.Writingreusable,testable,andefficientcode.Experienceinusinganyofthetestingframework,TTDapproachwillbepreferable.Designandimplementationoflow-latency,high-availability,andperformantapplications.Buildefficientback-endfeaturesinAWSLambdafunctionhandlerinPythonorNode.js.GoodknowledgeandexperienceinusingGITsourcecontrol.Managetestingandbugfixes.RequiredSkills:StrongunderstandingofPythonandgoodknowledgeofvariousPythonlibraries.ExperiencewithPythonframeworks(e.g.Django,Flask,Bottle,falcon)ExperiencewithAmazonWebServices(AWS)APIGatewayandRESTAPIExperienceinusingRDBMSsuchasPostgreSQL/AuroraDBqueries.KnowledgeofmonitoringandwebappperformancetoolssuchDataDog,RollBar,Sentry,andPrometheus.KnowledgeofNode.jsandElasticsearchisaplusGoodExperiencewithContinuousintegrationandContinuousDeliveryJoining:Immediate",Posted few days ago
TEAMPLUSSTAFFINGSOLUTIONPVT.LTD.,"algorithms,python,html5,javascript,sql,database,ooad,datastructures,mysql,mvc,technicalskills",https://www.timesjobs.com/job-detail/python-developer-teamplus-staffing-solution-pvt-ltd-cochin-kochi-ernakulam-3-to-5-yrs-jobid-vv8roFLT55VzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Design,development,integration,deliveryofdifferentserversidemodulesinPythonDesign,developmentofHTML5webapplicationsWorkcloselywithproductmanagement,customersupportandSQAtocontinuouslyevolveandinnovatetheproductTechnicalSkillsrequired:3-5yearsofhandsonexperienceasaPython,developerKnowledgeandexperienceinbuildingcomplexcloud/enterprise-gradesoftwareFamiliaritywithfront-endtechnologies(likeJavaScriptandHTML5)StrongunderstandingofOOAD,DesignPatterns,Datastructures,andalgorithmsHandsonexperienceinMySQLorsimilardatabaseandSQLUnderstandingofMVCdesignpattern",Posted few days ago
TEAMPLUSSTAFFINGSOLUTIONPVT.LTD.,"securitycompliance,rest,algorithms,python,html5,javascript,salesforce,database,django,oops,debugging,crm",https://www.timesjobs.com/job-detail/python-developer-teamplus-staffing-solution-pvt-ltd-pune-0-to-3-yrs-jobid-UBK8BathpDRzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Gender:Male/FemaleIndustry:ITJobRole&Responsibilities:Delivertestedandoptimizedhigh-performancecodeforadistributedmicro-servicesenvironmentDevelopqualityscalable,testedandreliableapplicationsusingindustrybestpracticesParticipateinresolutionofproductionissuesandleadeffortstowardsolutionsIntegratemultipledatasourcesanddatabasesintoonesystemProvideunderstandingofthethreadinglimitationsofPython,andmulti-processarchitecturewhilestayingupdatedonfront-endtechnologies,suchasJavaScript,HTML5,andCSS3HoldhighstandardsonprovidingaccessibilityandsecuritycompliancePreferredRequirements:Mustbeaself-starterbutalsobeabletoworkinateamenvironmentKnowledgeofDjangorestframeworkFamiliaritywithReactlibrariesKnowledgeofSalesforce.comoranyCRMhighlypreferredKnowledgeofuserauthenticationandauthorizationbetweenmultiplesystems,servers,andenvironmentsUnderstandingandexperiencewithmultipledeliveryplatforms,SaaSandChromeExtensionsAbilitytocreatedatabaseschemasthatrepresentandsupportbusinessprocessesStrongunittestanddebuggingskillsandaproficientunderstandingofcodeversioningtoolsSkills:Excellentcommunicationskillswiththeabilitytoworkwellcross-functionallyacrossmultipledepartments.Ananalyticalproblemsolverthatispassionateaboutdeliveringahigh-qualityuserexperience.AbilitytobuildalgorithmsKnowledgeofdatastructuresuchasstack,queue,linkedlist,tree,graphKnowledgeofOOPSconceptsJoining:Immediate",Posted few days ago
DCKAPTECHNOLOGIES,"python,css,softwaredelivery,ajax,javascript,jquery,django,git,postgresql,oops,html,mysql",https://www.timesjobs.com/job-detail/python-developer-dckap-technologies-chennai-1-to-4-yrs-jobid-WYoBTatt1RRzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperFullTime,InternshipChennaiPosted1monthagoCorporateOverviewFoundedin2005,DCKAPisonthepathtocreatingaglobaldigitalcommercecommunityforbrandsandcompaniesinthecommercespace.EntrepreneurshipisinourDNAanditfuelsourinnovationshelpingusdevelopproductsandsolutions.DCKAPisanequalopportunityemployer.Wecelebratediversityandarecommittedtocreatinganinclusiveorganisationalculture.DCKAPprovidesDigitalCommerceProductsandSolutionsfororganisationsofallsizestomakethemerchantslifeeasier.OurplatformincludesCloras,Productimize,flexiPIM,andQATouch.Ourcloud-basedproductsuiteiswidelyusedby100businessesglobally.WeareheadquarteredinAustin,TXwithanofficeinChennai,TN,India.WhyworkatDCKAP?AtDCKAPyouwillhavetheopportunitytobepartofahighlyactiveecosystemwhichistransformingthewaytheworldlooksateCommerce.Youwillcontributetothedesign,developmentanddeploymentofprojects.PrimaryJobResponsibilitiesHands-onsoftwaredevelopmentskills,deeptechnicalexpertiseacrosstheentiresoftwaredeliveryprocess.Youwillworkcloselywiththetechleadandmanageallaspectsofthesoftwaredevelopmentlifecycle.JobRequirements1yearofexperienceasaPythondeveloper.StrongexperiencewithPython,Django,FlaskandCelery.ExperiencewithPostgreSQLandNginx.StrongknowledgeinOOPsconcepts.ExperienceonHTML/CSS/JavaScript,jQuery,Ajax,MySQL.UnderstandingofGit,taskbasedqueuingsystems,andasynchronousprogramming.Alonewecandosolittle.TOGETHERwecanaimfortheskyDCKAPisanequalopportunityemployer.Asadiversifiedcompany,weretryingtoaddressthegenderdominatedworkforce.50PERCENTofouremployeesarewomenstartingfromabeginnertoaleadershiprole.Wedonotdiscriminateonthebasisofrace,colour,religion,nationalorigin,pregnancystatus,sex,age,maritalstatus,disability,sexualorientation,genderidentity,oranyothercharacteristicsprotectedbyapplicablelaws,regulationsandallqualifiedapplicantswillreceiveconsiderationforemployment.JobFeaturesJobExperience1yearNo.ofOpenings3JobCodeDCKAP/PythonCountryIndia",Posted few days ago
"SAMPOORNACONSULTANTSPVTLTD
(MoreJobs)","PythonDeveloper,Python,Django,Flask,Pyramid,objectrelationalmapping,ORM,Unibasic,UniData,multivaluedatabase",https://www.timesjobs.com/job-detail/python-developer-leading-investment-company-chennai-3-to-8-yrs-jobid-yj9dzzvJdZRzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
Asasolutionsprovider,theydelivertheinnovation,expertiseandcross-industryperspectivefromideationtodesigntodevelopmenttomarketneededtoproduceyourproductatscale.Ourclientsbreadthofcapabilitiesanddepthofexperiencewithleadingcompaniesacrossadozenindustriesbringyoutheinsightsandexpertiseyouneedtoflawlesslydevelopandlaunchyournextinnovation.
Theybelievethattheywillwinwhentheircustomerswin.Theiremployeesseechallengesasopportunitiestocreateacompetitiveadvantagefortheircustomers.Qualityandefficiencydriveeveryprojecttheytakeon.TheyseeLeanSixSigmaasthepathtosuccess.
 
JD:
 
3-5yearsofexperienceinatleastonepopularPythonframework(likeDjango,Flaskor
Pyramid)
Knowledgeofobject-relationalmapping(ORM)
Experienceofstructuredprogrammingtechniques
BasicknowledgeofUnix
GoodKnowledgeofSQL
KnowledgeonInventory,WarehouseManagementSystemsandLogisticssoftwaresystems
wouldbeanaddedadvantage.
Familiaritywithfront-endtechnologieswouldbeaddedadvantage
KnowledgeofUnibasic,UniDataoranymultivaluedatabasewouldbeanaddedadvantage",Posted 3 days ago
AxisTechnolabs,"python,django,itskills,html5,api,jquery",https://www.timesjobs.com/job-detail/python-odoo-axistechnolabs-ahmedabad-0-to-1-yrs-jobid-HzL8naalyxFzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Responsibilities:WearelookingforFresherswhowanttogrowthiercareerwithAxisTechnolabsSufferingfromfindingdreamjobsITskillsRequiresforJobsWecanhelpyoutomakeyourfuturebrightinITthroughindustrybasedtrainingininternship.Wealsoprovideinternship100PERCENTjobplacement.AxisTechnolabsproviding3monthsInternshipprograminPython-Odootechnology.Webuildyourskillstogetyourdreamjob.Intern'sday-to-dayresponsibilities:-GetknowledgeofCorePythonandprogrammingconcepts-Odoomoduleslearningprocess-Learnaboutfront-enddevelopmentwithHTML5,CSS3andJQuery,Angular-BackenddevelopmentlearningprocesswithPostgresSQLDatabases-GetKnowledgeofworkingwithAPI-WorkonongoingliveprojectsandsharpenyourskillsRecentlyPassedBE,BCA,BSCMSC-IT,ME,B.Tech,M.Tech-Studentscanalsoapplyforinternship.SendyourCV/resumeathr@axistechnolabs.comSpecifysubject:Internship",Posted few days ago
Forstaffing,"mysql,python,node.js,django,writtencommunication",https://www.timesjobs.com/job-detail/python-developer-forstaffing-gurgaon-2-to-4-yrs-jobid-RLAMFY0UP4NzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Expertprogrammerexceptionalskillsinframeworks,newsolutionsdevelopment,systemdesign,enhancementandmodernization(Python,Django,Mysql,Front-endtechnologiesmusthaves;Redis/Memcache,Node.js-preferred)Provenprojectmanagementskillsincludingresponsibilityfordeliveringtoprojecttimetables,andexpertiseinprovidingtechnicalsolutions.Abilitytosimultaneouslyworkonandmanagemultipletaskswithinthesameassignmentandprioritizeeffectively.StrongArchitectureknowledgeandskillexperienceofbuildingarchitecturetobuildsystemsthatsupportsbusinessgoals.Understandingofvariousarchitecturalstyles.Highlymotivatedindividualwithabilitytothriveinafast-pacedenvironment.Stronginterpersonalskillsandabletointeracteffectivelywithinteams,externalteam(Marketing,Sales,Product),managementandpartners.Stronganalyticalabilitytocreateinnovativesolutions,logicalandproblem-solvingapproachoncomplexissues.Excellentverbal/writtencommunicationskillsRole/Responsibilities:AsaLead-Solutionsyouwillberesponsiblefor:ProjectandReleasemanagementthiswillincludemanagingendtoenddeliveryofprojects,measuringandadheringtodefinedTATsAllocationofresourcesandpeoplemanagementCrossteamcollaboration(QA,PlatformandDelivery)toensureprojectimplementationCreateprocessframeworksToinstallsolutionsbydetermininganddesigningsystemspecifications,standardsandprogrammingSolutionsbydevelopingdocumentation,flowcharts,layouts,diagrams,charts,codecommentsandclearcodeTodetermineoperationalfeasibilitybyevaluatinganalysis,problemdefinition,requirements,solutiondevelopmentandproposedsolutions*Designingsolutionsandarchitecture:ConvertproductspecstotechspecsFeasibilityanalysisofproductsTrainandcoachotherteammembers",Posted few days ago
capgemini,"securitycompliance,python,html5,mobile,javascript,database,django,pythonscripting,entrylevel",https://www.timesjobs.com/job-detail/python-developer-capgemini-mumbai-pune-4-to-6-yrs-jobid-DueWhHdV05RzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescriptionExperienceinPython,withknowledgeofatleastonePythonwebframework,suchasDjango,Flask,etcdependingonyourtechnologystackFamiliaritywithsomeORM(ObjectRelationalMapper)librariesAbletointegratemultipledatasourcesanddatabasesintoonesystemUnderstandingofthethreadinglimitationsofPython,andmulti-processarchitectureGoodunderstandingofserver-sidetemplatinglanguages,suchasJinja2,Mako,etcdependingonyourtechnologystackBasicunderstandingoffront-endtechnologies,suchasJavaScript,HTML5,andCSS3UnderstandingofaccessibilityandsecuritycompliancedependingonthespecificprojectKnowledgeofuserauthenticationandauthorizationbetweenmultiplesystems,servers,andenvironmentsUnderstandingofthedifferencesbetweenmultipledeliveryplatforms,suchasmobilevsdesktop,andoptimizingoutputtomatchthespecificplatformAbletocreatedatabaseschemasthatrepresentandsupportbusinessprocessesPrimarySkillsPythonScriptingJavaScript/HTML5CSS3SecondarySkillsDjangoFlask",Posted few days ago
PRATHIGNABUILDTECHPRIVATELIMITED,"fundamentals,python,css,django,oops,html",https://www.timesjobs.com/job-detail/python-developer-prathigna-buildtech-private-limited-bengaluru-bangalore-3-to-6-yrs-jobid-y6AKNuhjLzVzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloper3Years-8MonthsJobDescriptionstrongprogrammingskillrequirepython,Djangoframework.Customwebapplicationdevelopmentexperience.Strongknowledgeindatastructure,oopsandcomputerfundamentals.anabilitytorefactorandunderstandlargeandseparatecodebases.Experienceinbuildinghighlyscalble,Reliablesystems.SkillsPythondeveloper,Django,HTML,CSS,DjangoFrameworkEducationBE",Posted few days ago
SYSTEMATIXINFOTECHPVTLTD,"python,security,django,html5,javascript",https://www.timesjobs.com/job-detail/python-developer-systematix-infotech-pvt-ltd-bhopal-1-to-3-yrs-jobid-Dl__SLASH__nEjdCiSVzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		SkillsWorkexperienceasaPythonDeveloperExpertiseinatleastonepopularPythonframework(likeDjango,FlaskorPyramid)Knowledgeofobject-relationalmapping(ORM)Familiaritywithfront-endtechnologies(likeJavaScriptandHTML5)TeamspiritGoodproblem-solvingskillsBScinComputerScience,EngineeringorrelevantfieldRolesAndResponsibilitiesWriteeffective,scalablecodeDevelopback-endcomponentstoimproveresponsivenessandoverallperformanceIntegrateuser-facingelementsintoapplicationsTestanddebugprogramsImprovefunctionalityofexistingsystemsImplementsecurityanddataprotectionsolutionsAssessandprioritizefeaturerequestsCoordinatewithinternalteamstounderstanduserrequirementsandprovidetechnicalsolutions",Posted few days ago
pearlglobalsolutions,"python,database,django,teamplayer,sql",https://www.timesjobs.com/job-detail/python-developer-pearl-global-solutions-cochin-kochi-ernakulam-4-to-7-yrs-jobid-dZD__SLASH__NDlCjpVzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperDjangoJobType:Fulltime,EmployeeExperience:4yearsofexperienceinPython.Education:B.Tech/MCAQualitiessought-outinthedesiredcandidate:StrongknowledgeofDjangoframeworks.Experiencewithdesktopandonlineversions.GoodExpertiseindatabase(SQL).ExcellentwrittenandverbalcommunicationskillsinEnglish.TeamPlayer.",Posted few days ago
creativethoughtsinformaticsindore,"python,django,restapi,html5,javascript",https://www.timesjobs.com/job-detail/python-developer-creative-thoughts-informatics-indore-indore-1-to-4-yrs-jobid-xtV5Tl3aEcVzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescription:WorkexperienceasaPythonDeveloper.ExpertiseinatleastonepopularPythonframework(likeDjango,FlaskorPyramid)KnowledgeaboutRestAPI.Knowledgeofobject-relationalmapping(ORM).Familiaritywithfront-endtechnologies(likeJavaScriptandHTML5)Teamspirit.Goodproblem-solvingskills.Qualification:BE/MCA/M.Tec/ME",Posted few days ago
destinyhrgroupservices,"fundamentals,python,css,javascript,jquery,database,django,java,json,html",https://www.timesjobs.com/job-detail/python-developer-destiny-hr-group-services-gurgaon-0-to-1-yrs-jobid-eHBkSyBpYtJzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		SkillsRequired:Python/Django(HTML/CSS/Javascript/jquery)1.Responsibleforunderstandingprojectrequirements,anddeveloptheapplicationmodulestomeettherequirementsasprovidedintheDesignDocuments.2.ResponsibleforUnitdesignandcoding.3.Workwithdevelopersandarchitects,toensurebugfreeandtimelydeliveryofallocateddevelopmenttasks.4.Responsibleforimplementingandfollowingstandardsandguidelineswithcodingbestpracticesinmind.5.Providesupportforproductionsystemsintheformofenhancements,maintenanceandminorbugfixes.6.Responsibleforconductingproperunittesting.7.ExposuretoPython/Django/Javawebbasedapplication(client-server)developmentalongwithdatabasefundamentals.8.KnowledgeofWebServices,JSONAPIs,AngularJSwouldbeandaddedadvantage.",Posted few days ago
